class,precision,recall,f1-score,support,f0.5-score,model
clothing~knitwear~jumpers,0.9134312696747114,0.9270500532481363,0.9201902748414377,3756,0.9161229214902127,rn-embedding-Lstm-bid-bigrams
clothing~knitwear~cardigans,0.9215017064846417,0.9507042253521126,0.9358752166377816,1704,0.9271978021978022,rn-embedding-Lstm-bid-bigrams
clothing~knitwear~cardi-coats,0.8736842105263158,0.6102941176470589,0.7186147186147186,136,0.804263565891473,rn-embedding-Lstm-bid-bigrams
clothing~jackets~waistcoats & gilets,0.88,0.927400468384075,0.903078677309008,427,0.8890884598114055,rn-embedding-Lstm-bid-bigrams
bags~belt bags~n/d,0.9030732860520094,0.9317073170731708,0.9171668667466987,410,0.9086584205518554,rn-embedding-Lstm-bid-bigrams
bags~bucket bags~n/d,0.8184523809523809,0.8870967741935484,0.8513931888544891,310,0.8313180169286578,rn-embedding-Lstm-bid-bigrams
bags~clutch bags~n/d,0.8826247689463955,0.8975563909774437,0.8900279589934761,1064,0.8855712166172105,rn-embedding-Lstm-bid-bigrams
bags~laptop bags & briefcases~n/d,0.873015873015873,0.7638888888888888,0.8148148148148149,72,0.8487654320987654,rn-embedding-Lstm-bid-bigrams
bags~luggage & holdalls~n/d,0.738562091503268,0.904,0.81294964028777,125,0.7666214382632293,rn-embedding-Lstm-bid-bigrams
bags~messenger bags~n/d,0.7635782747603834,0.7810457516339869,0.7722132471728594,306,0.7670089858793325,rn-embedding-Lstm-bid-bigrams
bags~mini bags~n/d,0.671201814058957,0.4625,0.547641073080481,640,0.6156405990016638,rn-embedding-Lstm-bid-bigrams
bags~satchels & cross body bags~n/d,0.843585237258348,0.8413672217353199,0.842474769635805,2282,0.8431406991041629,rn-embedding-Lstm-bid-bigrams
bags~shoulder bags~n/d,0.8667832167832168,0.83160013418316,0.8488272556069166,2981,0.859510436169475,rn-embedding-Lstm-bid-bigrams
bags~beach bags~n/d,0.625,0.4878048780487805,0.547945205479452,41,0.5917159763313609,rn-embedding-Lstm-bid-bigrams
bags~tote bags~n/d,0.8937074829931972,0.9398613905656159,0.9162035523591587,4473,0.9025720297135986,rn-embedding-Lstm-bid-bigrams
clothing~all in one~playsuits,0.9893617021276596,0.7099236641221374,0.8266666666666667,131,0.9171597633136095,rn-embedding-Lstm-bid-bigrams
clothing~beachwear~beach cover-ups,0.4,0.08888888888888889,0.14545454545454545,45,0.23529411764705882,rn-embedding-Lstm-bid-bigrams
clothing~beachwear~beach dresses,0.55,0.2037037037037037,0.2972972972972973,54,0.4104477611940299,rn-embedding-Lstm-bid-bigrams
clothing~beachwear~bikinis,0.9874213836477987,0.9457831325301205,0.9661538461538461,166,0.9788029925187034,rn-embedding-Lstm-bid-bigrams
clothing~beachwear~one-pieces,0.9130434782608695,0.9545454545454546,0.9333333333333332,44,0.9210526315789473,rn-embedding-Lstm-bid-bigrams
clothing~beachwear~swim shorts,0.9622641509433962,0.8793103448275862,0.9189189189189189,58,0.9444444444444444,rn-embedding-Lstm-bid-bigrams
clothing~coats~capes,0.45454545454545453,0.47297297297297297,0.4635761589403974,74,0.45811518324607337,rn-embedding-Lstm-bid-bigrams
clothing~coats~double breasted & peacoats,0.815625,0.7521613832853026,0.7826086956521741,347,0.8020897357098955,rn-embedding-Lstm-bid-bigrams
clothing~coats~double breasted coats,0.8636363636363636,0.76,0.8085106382978724,150,0.8407079646017699,rn-embedding-Lstm-bid-bigrams
clothing~all in one~jumpsuits,0.8526570048309179,0.9005102040816326,0.8759305210918115,392,0.8618164062500001,rn-embedding-Lstm-bid-bigrams
bags~backpacks~n/d,0.983510011778563,0.9698025551684089,0.9766081871345028,861,0.9807376086445854,rn-embedding-Lstm-bid-bigrams
activewear~skiwear~ski jackets,0.8205128205128205,0.367816091954023,0.5079365079365079,87,0.6584362139917697,rn-embedding-Lstm-bid-bigrams
activewear~skiwear~ski bottoms,0.9444444444444444,0.5862068965517241,0.7234042553191489,58,0.8415841584158414,rn-embedding-Lstm-bid-bigrams
accessories~belts~n/d,0.9714285714285714,0.9444444444444444,0.9577464788732395,180,0.9659090909090908,rn-embedding-Lstm-bid-bigrams
accessories~hair accessories~n/d,0.6410256410256411,0.5555555555555556,0.5952380952380952,45,0.6218905472636816,rn-embedding-Lstm-bid-bigrams
accessories~hats~n/d,0.9592592592592593,0.9316546762589928,0.9452554744525548,278,0.9536082474226805,rn-embedding-Lstm-bid-bigrams
"accessories~phone, computer & gadgets~n/d",0.36585365853658536,0.36585365853658536,0.36585365853658536,41,0.3658536585365854,rn-embedding-Lstm-bid-bigrams
accessories~scarves~n/d,0.9804592085979482,0.9756927564414195,0.9780701754385964,2057,0.979502196193265,rn-embedding-Lstm-bid-bigrams
accessories~sunglasses~n/d,1.0,0.9556650246305419,0.9773299748110832,203,0.9908069458631258,rn-embedding-Lstm-bid-bigrams
accessories~ties & bow ties~n/d,0.9354838709677419,0.8285714285714286,0.8787878787878788,35,0.9119496855345912,rn-embedding-Lstm-bid-bigrams
accessories~wallets & cardholders~n/d,0.6666666666666666,0.5714285714285714,0.6153846153846153,35,0.6451612903225806,rn-embedding-Lstm-bid-bigrams
accessories~wallets & purses~n/d,0.4791666666666667,0.48936170212765956,0.4842105263157895,47,0.4811715481171548,rn-embedding-Lstm-bid-bigrams
activewear~performance footwear~performance trainers,0.0,0.0,0.0,37,,rn-embedding-Lstm-bid-bigrams
activewear~performance jackets~lightweight jackets,0.1111111111111111,0.02702702702702703,0.043478260869565216,74,0.0684931506849315,rn-embedding-Lstm-bid-bigrams
activewear~performance jackets~performance track jackets,0.0,0.0,0.0,37,,rn-embedding-Lstm-bid-bigrams
activewear~performance shorts~cycling shorts,0.5138888888888888,0.4805194805194805,0.4966442953020133,77,0.5068493150684932,rn-embedding-Lstm-bid-bigrams
activewear~performance shorts~running shorts,0.7,0.22580645161290322,0.3414634146341463,62,0.49295774647887325,rn-embedding-Lstm-bid-bigrams
activewear~performance tops~performance sweatshirts & hoodies,0.0,0.0,0.0,50,,rn-embedding-Lstm-bid-bigrams
activewear~performance tops~performance t-shirts,0.2558139534883721,0.171875,0.205607476635514,64,0.2330508474576271,rn-embedding-Lstm-bid-bigrams
activewear~performance tops~performance t-shirts & vests,0.5454545454545454,0.10714285714285714,0.1791044776119403,56,0.29999999999999993,rn-embedding-Lstm-bid-bigrams
activewear~performance tops~performance tank tops,0.2857142857142857,0.16,0.20512820512820512,75,0.24691358024691357,rn-embedding-Lstm-bid-bigrams
activewear~performance tops~sports bras,0.8527131782945736,0.8396946564885496,0.8461538461538461,131,0.8500772797527048,rn-embedding-Lstm-bid-bigrams
activewear~performance trousers~performance leggings,0.7596153846153846,0.48466257668711654,0.5917602996254682,163,0.6822107081174439,rn-embedding-Lstm-bid-bigrams
activewear~performance trousers~sport track pants,0.0,0.0,0.0,37,,rn-embedding-Lstm-bid-bigrams
clothing~coats~faux fur coats,0.6352941176470588,0.5142857142857142,0.5684210526315788,105,0.6067415730337078,rn-embedding-Lstm-bid-bigrams
shoes~trainers~low-tops,0.8618421052631579,0.9562043795620438,0.9065743944636678,411,0.8791946308724832,rn-embedding-Lstm-bid-bigrams
clothing~coats~leather coats,0.5,0.26785714285714285,0.3488372093023256,56,0.4261363636363636,rn-embedding-Lstm-bid-bigrams
clothing~coats~padded coats,0.5828571428571429,0.5964912280701754,0.5895953757225433,171,0.5855338691159586,rn-embedding-Lstm-bid-bigrams
clothing~jackets~blazers,0.9293793946805259,0.9328014728444308,0.9310872894333844,3259,0.9300618001590895,rn-embedding-Lstm-bid-bigrams
clothing~jackets~bomber jackets,0.5959805959805959,0.7853881278538812,0.677698975571316,1095,0.6261831949905344,rn-embedding-Lstm-bid-bigrams
clothing~jackets~capes & ponchos,0.3333333333333333,0.2857142857142857,0.30769230769230765,77,0.3225806451612903,rn-embedding-Lstm-bid-bigrams
clothing~jackets~cropped jackets,0.42724458204334365,0.49640287769784175,0.45923460898502494,278,0.43949044585987257,rn-embedding-Lstm-bid-bigrams
clothing~jackets~denim jackets,0.8789808917197452,0.8775834658187599,0.8782816229116945,629,0.8787010506208214,rn-embedding-Lstm-bid-bigrams
clothing~jackets~faux fur & shearling jackets,0.4915254237288136,0.3258426966292135,0.3918918918918919,89,0.4461538461538462,rn-embedding-Lstm-bid-bigrams
clothing~jackets~fitted jackets,0.3344262295081967,0.27717391304347827,0.3031203566121842,368,0.3211586901763224,rn-embedding-Lstm-bid-bigrams
clothing~jackets~hooded jackets,0.5261324041811847,0.6910755148741419,0.5974282888229475,437,0.552506403219905,rn-embedding-Lstm-bid-bigrams
clothing~jackets~leather jackets,0.6765285996055227,0.6621621621621622,0.6692682926829269,518,0.6736056559308721,rn-embedding-Lstm-bid-bigrams
clothing~jackets~biker jackets,0.6615384615384615,0.593103448275862,0.6254545454545454,145,0.6466165413533835,rn-embedding-Lstm-bid-bigrams
clothing~jackets~lightweight jackets,0.530562347188264,0.3653198653198653,0.4327018943170488,594,0.4865470852017937,rn-embedding-Lstm-bid-bigrams
clothing~jackets~n/d,0.0,0.0,0.0,35,,rn-embedding-Lstm-bid-bigrams
clothing~jackets~oversized jackets,0.21212121212121213,0.39923954372623577,0.2770448548812665,263,0.2340615247436469,rn-embedding-Lstm-bid-bigrams
clothing~jackets~padded & down jackets,0.8295819935691319,0.7049180327868853,0.7621861152141802,732,0.8012422360248448,rn-embedding-Lstm-bid-bigrams
clothing~jackets~puffer jackets,0.7937685459940653,0.7461645746164575,0.7692307692307693,717,0.7837679460884852,rn-embedding-Lstm-bid-bigrams
clothing~jackets~shirt jackets,0.7644710578842315,0.69009009009009,0.7253787878787877,555,0.748339194998046,rn-embedding-Lstm-bid-bigrams
clothing~jackets~sport jackets & windbreakers,0.7236842105263158,0.4796511627906977,0.576923076923077,344,0.6568471337579619,rn-embedding-Lstm-bid-bigrams
clothing~jackets~suit & dinner jackets,0.373134328358209,0.6756756756756757,0.4807692307692308,37,0.4098360655737705,rn-embedding-Lstm-bid-bigrams
clothing~jackets~tweed jackets,0.717391304347826,0.6111111111111112,0.6599999999999999,108,0.6932773109243696,rn-embedding-Lstm-bid-bigrams
clothing~jackets~waistcoat & gilets,0.8228346456692913,0.8038461538461539,0.8132295719844358,260,0.8189655172413792,rn-embedding-Lstm-bid-bigrams
clothing~jackets~military jackets,0.47058823529411764,0.42857142857142855,0.4485981308411215,112,0.46153846153846156,rn-embedding-Lstm-bid-bigrams
clothing~dresses~n/d,0.2222222222222222,0.034482758620689655,0.05970149253731343,58,0.10638297872340426,rn-embedding-Lstm-bid-bigrams
clothing~dresses~evening dresses,0.6211180124223602,0.4645760743321719,0.5315614617940199,861,0.5819028222286877,rn-embedding-Lstm-bid-bigrams
clothing~dresses~day dresses,0.7249600589897996,0.9076781043237421,0.8060945613555616,6499,0.7553717315030604,rn-embedding-Lstm-bid-bigrams
clothing~coats~parka coats,0.7948717948717948,0.5740740740740741,0.6666666666666666,216,0.7380952380952381,rn-embedding-Lstm-bid-bigrams
clothing~coats~parkas,0.732824427480916,0.6486486486486487,0.6881720430107527,148,0.7142857142857142,rn-embedding-Lstm-bid-bigrams
clothing~coats~raincoats,0.5510204081632653,0.4426229508196721,0.49090909090909085,61,0.5252918287937742,rn-embedding-Lstm-bid-bigrams
clothing~coats~single breasted coats,0.6912052117263844,0.7917910447761194,0.7380869565217392,1340,0.7092245989304813,rn-embedding-Lstm-bid-bigrams
clothing~coats~trench & raincoats,0.8547486033519553,0.7536945812807881,0.8010471204188482,406,0.8324265505984767,rn-embedding-Lstm-bid-bigrams
clothing~coats~trench coats,0.6416666666666667,0.8020833333333334,0.7129629629629629,96,0.6684027777777778,rn-embedding-Lstm-bid-bigrams
clothing~denim~bootcut jeans,0.6588235294117647,0.6086956521739131,0.632768361581921,92,0.6481481481481481,rn-embedding-Lstm-bid-bigrams
clothing~denim~boyfriend jeans,0.6470588235294118,0.6984126984126984,0.6717557251908397,63,0.6567164179104479,rn-embedding-Lstm-bid-bigrams
clothing~denim~cropped jeans,0.7136038186157518,0.7051886792452831,0.7093712930011863,424,0.7119047619047619,rn-embedding-Lstm-bid-bigrams
clothing~denim~denim shorts,0.2987012987012987,0.17037037037037037,0.21698113207547168,135,0.25959367945823925,rn-embedding-Lstm-bid-bigrams
clothing~denim~denim skirts,0.3409090909090909,0.2830188679245283,0.3092783505154639,53,0.32751091703056767,rn-embedding-Lstm-bid-bigrams
clothing~denim~flared jeans,0.8727272727272727,0.7422680412371134,0.8022284122562674,194,0.8430913348946135,rn-embedding-Lstm-bid-bigrams
clothing~denim~loose-fit jeans,0.5714285714285714,0.1111111111111111,0.18604651162790697,36,0.3125,rn-embedding-Lstm-bid-bigrams
clothing~denim~regular & straight-leg jeans,0.7794117647058824,0.8446215139442231,0.8107074569789675,753,0.7916355489171023,rn-embedding-Lstm-bid-bigrams
clothing~denim~skinny jeans,0.7904761904761904,0.8395953757225434,0.8142957252978277,692,0.7998348017621144,rn-embedding-Lstm-bid-bigrams
clothing~denim~slim-fit jeans,0.7864238410596026,0.8667883211678832,0.8246527777777777,548,0.8012820512820512,rn-embedding-Lstm-bid-bigrams
clothing~denim~straight-leg jeans,0.7193251533742331,0.7588996763754046,0.7385826771653544,618,0.7269063856168632,rn-embedding-Lstm-bid-bigrams
clothing~denim~tapered jeans,0.5983606557377049,0.5367647058823529,0.5658914728682171,136,0.5849358974358974,rn-embedding-Lstm-bid-bigrams
clothing~denim~wide-leg jeans,0.806949806949807,0.76,0.7827715355805244,275,0.7971014492753624,rn-embedding-Lstm-bid-bigrams
clothing~dresses~beach dresses,0.08333333333333333,0.023809523809523808,0.037037037037037035,42,0.05555555555555556,rn-embedding-Lstm-bid-bigrams
clothing~dresses~cocktail & party dresses,0.5342612419700214,0.2564234326824255,0.3465277777777778,1946,0.4391059486096446,rn-embedding-Lstm-bid-bigrams
clothing~coats~oversized coats,0.28703703703703703,0.26495726495726496,0.27555555555555555,234,0.28233151183970856,rn-embedding-Lstm-bid-bigrams
shoes~trainers~n/d,0.9447674418604651,0.9259259259259259,0.935251798561151,351,0.940938042848871,rn-embedding-Lstm-bid-bigrams
accessories~belts~n/d,0.9257142857142857,0.9,0.9126760563380283,180,0.9204545454545454,rn-unigrams-embedding
shoes~trainers~low-tops,0.8786516853932584,0.9513381995133819,0.913551401869159,411,0.8922866271109082,rn-unigrams-embedding
clothing~dresses~cocktail & party dresses,0.5875281743050338,0.40184994861253853,0.47726579188281965,1946,0.5378266850068776,rn-unigrams-embedding
clothing~dresses~beach dresses,0.09375,0.07142857142857142,0.08108108108108107,42,0.08823529411764705,rn-unigrams-embedding
clothing~denim~wide-leg jeans,0.7992565055762082,0.7818181818181819,0.7904411764705884,275,0.7957068837897854,rn-unigrams-embedding
clothing~denim~tapered jeans,0.6387096774193548,0.7279411764705882,0.6804123711340205,136,0.6547619047619048,rn-unigrams-embedding
clothing~denim~straight-leg jeans,0.7872340425531915,0.7783171521035599,0.7827502034174125,618,0.7854343566296539,rn-unigrams-embedding
clothing~denim~slim-fit jeans,0.8424908424908425,0.8394160583941606,0.8409506398537476,548,0.8418740849194729,rn-unigrams-embedding
clothing~denim~skinny jeans,0.8288920056100981,0.8540462427745664,0.8412811387900355,692,0.8338036117381488,rn-unigrams-embedding
clothing~denim~regular & straight-leg jeans,0.8059332509270705,0.8658698539176627,0.8348271446862997,753,0.8172474304336927,rn-unigrams-embedding
clothing~denim~loose-fit jeans,0.8571428571428571,0.3333333333333333,0.48,36,0.6521739130434783,rn-unigrams-embedding
clothing~dresses~day dresses,0.7842513146969278,0.8719803046622557,0.825792349726776,6499,0.8003559020421998,rn-unigrams-embedding
clothing~denim~flared jeans,0.8089887640449438,0.7422680412371134,0.7741935483870968,194,0.7947019867549667,rn-unigrams-embedding
clothing~denim~denim shorts,0.32231404958677684,0.28888888888888886,0.3046875,135,0.31502423263327944,rn-unigrams-embedding
clothing~denim~cropped jeans,0.6755218216318786,0.839622641509434,0.7486855941114615,424,0.7030015797788309,rn-unigrams-embedding
clothing~denim~boyfriend jeans,0.8636363636363636,0.6031746031746031,0.7102803738317757,63,0.7949790794979079,rn-unigrams-embedding
clothing~denim~bootcut jeans,0.7380952380952381,0.6739130434782609,0.7045454545454546,92,0.7242990654205607,rn-unigrams-embedding
clothing~coats~trench coats,0.8764044943820225,0.8125,0.8432432432432433,96,0.8628318584070798,rn-unigrams-embedding
clothing~coats~trench & raincoats,0.839142091152815,0.770935960591133,0.8035943517329911,406,0.8245521601685986,rn-unigrams-embedding
clothing~coats~single breasted coats,0.7713841368584758,0.7402985074626866,0.7555217060167555,1340,0.7649599012954965,rn-unigrams-embedding
clothing~coats~raincoats,0.4358974358974359,0.5573770491803278,0.48920863309352514,61,0.4557640750670241,rn-unigrams-embedding
clothing~coats~parkas,0.7348484848484849,0.6554054054054054,0.692857142857143,148,0.7174556213017752,rn-unigrams-embedding
clothing~denim~denim skirts,0.2158273381294964,0.5660377358490566,0.3125,53,0.2463054187192118,rn-unigrams-embedding
clothing~coats~parka coats,0.7712418300653595,0.5462962962962963,0.6395663956639567,216,0.7125603864734299,rn-unigrams-embedding
clothing~dresses~evening dresses,0.6717557251908397,0.5110336817653891,0.5804749340369394,861,0.6320022981901752,rn-unigrams-embedding
clothing~jackets~biker jackets,0.6136363636363636,0.7448275862068966,0.6728971962616822,145,0.6360424028268551,rn-unigrams-embedding
clothing~jackets~waistcoat & gilets,0.7643097643097643,0.8730769230769231,0.81508078994614,260,0.7838397790055247,rn-unigrams-embedding
clothing~jackets~tweed jackets,0.7155172413793104,0.7685185185185185,0.7410714285714285,108,0.7255244755244755,rn-unigrams-embedding
clothing~jackets~suit & dinner jackets,0.4857142857142857,0.4594594594594595,0.47222222222222227,37,0.48022598870056504,rn-unigrams-embedding
clothing~jackets~sport jackets & windbreakers,0.6739130434782609,0.5406976744186046,0.6,344,0.6422651933701657,rn-unigrams-embedding
clothing~jackets~shirt jackets,0.7522603978300181,0.7495495495495496,0.7509025270758123,555,0.7517166606432961,rn-unigrams-embedding
clothing~jackets~puffer jackets,0.7871222076215506,0.8354253835425384,0.8105548037889039,717,0.7963307630949215,rn-unigrams-embedding
clothing~jackets~padded & down jackets,0.8312236286919831,0.8073770491803278,0.819126819126819,732,0.8263422818791945,rn-unigrams-embedding
clothing~jackets~oversized jackets,0.24802110817941952,0.3574144486692015,0.29283489096573206,263,0.2641933670601461,rn-unigrams-embedding
clothing~jackets~n/d,0.0,0.0,0.0,35,,rn-unigrams-embedding
clothing~dresses~n/d,0.0,0.0,0.0,58,,rn-unigrams-embedding
clothing~jackets~military jackets,0.46464646464646464,0.4107142857142857,0.43601895734597157,112,0.45275590551181105,rn-unigrams-embedding
clothing~jackets~leather jackets,0.7688888888888888,0.667953667953668,0.7148760330578512,518,0.7463330457290768,rn-unigrams-embedding
clothing~jackets~hooded jackets,0.6743002544529262,0.6064073226544623,0.6385542168674698,437,0.6595321055251369,rn-unigrams-embedding
clothing~jackets~fitted jackets,0.38079470198675497,0.3125,0.34328358208955223,368,0.3648477157360406,rn-unigrams-embedding
clothing~jackets~faux fur & shearling jackets,0.6296296296296297,0.5730337078651685,0.6,89,0.6174334140435835,rn-unigrams-embedding
clothing~jackets~denim jackets,0.8963317384370016,0.8934817170111288,0.8949044585987261,629,0.8957602805227926,rn-unigrams-embedding
clothing~jackets~cropped jackets,0.4809384164222874,0.5899280575539568,0.5298869143780292,278,0.49939098660170533,rn-unigrams-embedding
clothing~jackets~capes & ponchos,0.45454545454545453,0.2597402597402597,0.3305785123966942,77,0.3952569169960474,rn-unigrams-embedding
clothing~jackets~bomber jackets,0.7511563367252544,0.7415525114155251,0.7463235294117646,1095,0.749215722458018,rn-unigrams-embedding
clothing~jackets~blazers,0.9392638036809816,0.9395520098189629,0.9394078846448841,3259,0.9393214307626234,rn-unigrams-embedding
clothing~jackets~lightweight jackets,0.44765342960288806,0.6262626262626263,0.5221052631578948,594,0.4747320061255743,rn-unigrams-embedding
clothing~coats~padded coats,0.6987951807228916,0.6783625730994152,0.6884272997032641,171,0.6946107784431138,rn-unigrams-embedding
clothing~coats~oversized coats,0.30997304582210244,0.49145299145299143,0.38016528925619836,234,0.33469150174621654,rn-unigrams-embedding
clothing~coats~leather coats,0.6666666666666666,0.14285714285714285,0.23529411764705882,56,0.3846153846153846,rn-unigrams-embedding
activewear~performance trousers~sport track pants,0.0,0.0,0.0,37,,rn-unigrams-embedding
activewear~performance trousers~performance leggings,0.6791044776119403,0.558282208588957,0.6127946127946128,163,0.6509298998569384,rn-unigrams-embedding
activewear~performance tops~sports bras,0.7777777777777778,0.8549618320610687,0.8145454545454545,131,0.7920792079207919,rn-unigrams-embedding
activewear~performance tops~performance tank tops,0.5405405405405406,0.26666666666666666,0.35714285714285715,75,0.44843049327354256,rn-unigrams-embedding
activewear~performance tops~performance t-shirts & vests,0.6904761904761905,0.5178571428571429,0.5918367346938775,56,0.6473214285714286,rn-unigrams-embedding
activewear~performance tops~performance t-shirts,0.6060606060606061,0.3125,0.41237113402061853,64,0.5102040816326531,rn-unigrams-embedding
activewear~performance tops~performance sweatshirts & hoodies,0.0,0.0,0.0,50,,rn-unigrams-embedding
activewear~performance shorts~running shorts,0.45454545454545453,0.3225806451612903,0.3773584905660377,62,0.4201680672268907,rn-unigrams-embedding
activewear~performance shorts~cycling shorts,0.6493506493506493,0.6493506493506493,0.6493506493506493,77,0.6493506493506493,rn-unigrams-embedding
activewear~skiwear~ski bottoms,0.803921568627451,0.7068965517241379,0.7522935779816514,58,0.7824427480916032,rn-unigrams-embedding
activewear~performance jackets~performance track jackets,0.3333333333333333,0.05405405405405406,0.09302325581395349,37,0.1639344262295082,rn-unigrams-embedding
activewear~performance footwear~performance trainers,1.0,0.10810810810810811,0.1951219512195122,37,0.3773584905660377,rn-unigrams-embedding
accessories~wallets & purses~n/d,0.5094339622641509,0.574468085106383,0.54,47,0.5212355212355212,rn-unigrams-embedding
accessories~wallets & cardholders~n/d,0.5897435897435898,0.6571428571428571,0.6216216216216216,35,0.6020942408376964,rn-unigrams-embedding
accessories~ties & bow ties~n/d,0.8648648648648649,0.9142857142857143,0.888888888888889,35,0.8743169398907105,rn-unigrams-embedding
accessories~sunglasses~n/d,0.9949238578680203,0.9655172413793104,0.98,203,0.9889001009081734,rn-unigrams-embedding
accessories~scarves~n/d,0.9762481822588464,0.9790957705396208,0.9776699029126212,2057,0.9768163740420992,rn-unigrams-embedding
"accessories~phone, computer & gadgets~n/d",0.5490196078431373,0.6829268292682927,0.6086956521739131,41,0.5714285714285714,rn-unigrams-embedding
accessories~hats~n/d,0.9743589743589743,0.9568345323741008,0.9655172413793104,278,0.9708029197080292,rn-unigrams-embedding
accessories~hair accessories~n/d,0.8421052631578947,0.7111111111111111,0.7710843373493975,45,0.8121827411167513,rn-unigrams-embedding
activewear~performance jackets~lightweight jackets,0.22580645161290322,0.0945945945945946,0.13333333333333333,74,0.17676767676767677,rn-unigrams-embedding
activewear~skiwear~ski jackets,0.7547169811320755,0.45977011494252873,0.5714285714285714,87,0.6688963210702341,rn-unigrams-embedding
bags~backpacks~n/d,0.9765533411488863,0.967479674796748,0.9719953325554259,861,0.9747250175520712,rn-unigrams-embedding
bags~beach bags~n/d,0.7142857142857143,0.4878048780487805,0.5797101449275363,41,0.6535947712418301,rn-unigrams-embedding
clothing~coats~faux fur coats,0.46875,0.7142857142857143,0.5660377358490566,105,0.5033557046979866,rn-unigrams-embedding
clothing~coats~double breasted coats,0.9274193548387096,0.7666666666666667,0.8394160583941607,150,0.890092879256966,rn-unigrams-embedding
clothing~coats~double breasted & peacoats,0.8779661016949153,0.7463976945244957,0.8068535825545171,347,0.8480681074001308,rn-unigrams-embedding
clothing~coats~capes,0.4387755102040816,0.581081081081081,0.5,74,0.4613733905579399,rn-unigrams-embedding
clothing~beachwear~swim shorts,0.9454545454545454,0.896551724137931,0.920353982300885,58,0.935251798561151,rn-unigrams-embedding
clothing~beachwear~one-pieces,0.9069767441860465,0.8863636363636364,0.896551724137931,44,0.9027777777777777,rn-unigrams-embedding
clothing~beachwear~bikinis,0.9570552147239264,0.9397590361445783,0.9483282674772037,166,0.9535452322738386,rn-unigrams-embedding
clothing~beachwear~beach dresses,0.38461538461538464,0.18518518518518517,0.25,54,0.31645569620253167,rn-unigrams-embedding
clothing~beachwear~beach cover-ups,0.5333333333333333,0.17777777777777778,0.26666666666666666,45,0.380952380952381,rn-unigrams-embedding
clothing~all in one~playsuits,0.9433962264150944,0.7633587786259542,0.8438818565400844,131,0.900900900900901,rn-unigrams-embedding
clothing~all in one~jumpsuits,0.8927680798004988,0.9132653061224489,0.9029003783102144,392,0.8967935871743488,rn-unigrams-embedding
bags~tote bags~n/d,0.9085125054848617,0.9257768835233624,0.9170634481231313,4473,0.9119136754018937,rn-unigrams-embedding
bags~shoulder bags~n/d,0.8593530239099859,0.8198591076819859,0.8391416309012876,2981,0.8511527477885352,rn-unigrams-embedding
bags~satchels & cross body bags~n/d,0.8334056399132321,0.8418054338299737,0.8375844778722477,2282,0.8350721613632411,rn-unigrams-embedding
bags~mini bags~n/d,0.6433566433566433,0.575,0.6072607260726072,640,0.6284153005464481,rn-unigrams-embedding
bags~messenger bags~n/d,0.8152173913043478,0.7352941176470589,0.7731958762886598,306,0.7978723404255319,rn-unigrams-embedding
bags~luggage & holdalls~n/d,0.8373983739837398,0.824,0.8306451612903225,125,0.8346839546191247,rn-unigrams-embedding
bags~laptop bags & briefcases~n/d,0.873015873015873,0.7638888888888888,0.8148148148148149,72,0.8487654320987654,rn-unigrams-embedding
bags~clutch bags~n/d,0.8608385370205174,0.9069548872180451,0.8832951945080092,1064,0.8696827685652487,rn-unigrams-embedding
bags~bucket bags~n/d,0.7837078651685393,0.9,0.8378378378378378,310,0.8044982698961938,rn-unigrams-embedding
bags~belt bags~n/d,0.9518716577540107,0.8682926829268293,0.9081632653061225,410,0.9338929695697796,rn-unigrams-embedding
clothing~jackets~waistcoats & gilets,0.888641425389755,0.9344262295081968,0.910958904109589,427,0.8974358974358975,rn-unigrams-embedding
shoes~trainers~n/d,0.8333333333333334,0.9401709401709402,0.8835341365461848,351,0.8527131782945738,rn-unigrams-embedding
clothing~knitwear~cardi-coats,0.8469387755102041,0.6102941176470589,0.7094017094017094,136,0.7859848484848485,rn-unigrams-embedding
clothing~knitwear~jumpers,0.9117179215270413,0.9156017039403621,0.9136556854410202,3756,0.9124920399066014,rn-unigrams-embedding
jewellery~bracelets~n/d,0.9664634146341463,0.9694189602446484,0.9679389312977099,654,0.9670530811470408,rn-unigrams-embedding
fine jewellery~fine rings~n/d,0.9,0.8372093023255814,0.8674698795180723,43,0.8866995073891626,rn-unigrams-embedding
fine jewellery~fine necklaces~n/d,0.3870967741935484,0.7272727272727273,0.505263157894737,33,0.42704626334519574,rn-unigrams-embedding
fine jewellery~fine earrings~n/d,0.7741935483870968,0.7058823529411765,0.7384615384615385,34,0.759493670886076,rn-unigrams-embedding
demi-fine jewellery~demi-fine necklaces~n/d,0.9375,0.40540540540540543,0.5660377358490566,37,0.7425742574257426,rn-unigrams-embedding
demi-fine jewellery~demi-fine earrings~n/d,0.7586206896551724,0.5789473684210527,0.6567164179104478,38,0.7142857142857142,rn-unigrams-embedding
clothing~trousers~wide-leg trousers,0.6538461538461539,0.6219512195121951,0.6375,164,0.6472081218274112,rn-unigrams-embedding
clothing~trousers~track pants,0.8569815581482876,0.9222357229647631,0.888412017167382,2469,0.8692830419179964,rn-unigrams-embedding
clothing~trousers~tapered trousers,0.7452471482889734,0.703770197486535,0.723915050784857,557,0.7365652010522361,rn-unigrams-embedding
jewellery~brooches & pins~n/d,0.6779661016949152,0.8163265306122449,0.7407407407407407,49,0.7017543859649122,rn-unigrams-embedding
