class,precision,recall,f1-score,support,f0.5-score,model
shoes~mules~n/d,0.7463768115942029,0.8803418803418803,0.807843137254902,117,0.7698056801195814,bert
shoes~pumps~n/d,0.9308176100628931,0.9192546583850931,0.925,161,0.9284818067754079,bert
shoes~sandals~n/d,0.9427710843373494,0.8792134831460674,0.9098837209302325,356,0.9293349168646081,bert
shoes~slippers~n/d,0.8928571428571429,0.8064516129032258,0.8474576271186439,31,0.8741258741258741,bert
shoes~trainers~hi-tops,0.7457627118644068,0.8,0.7719298245614035,55,0.7560137457044674,bert
shoes~trainers~low-tops,0.9103641456582633,0.9530791788856305,0.9312320916905446,341,0.9185980780101752,bert
clothing~knitwear~knitted skirts,0.5318181818181819,0.7748344370860927,0.6307277628032345,151,0.5674102812803105,bert
shoes~espadrilles~n/d,0.8285714285714286,1.0,0.90625,29,0.8579881656804734,bert
jewellery~watches~n/d,0.8541666666666666,0.9318181818181818,0.8913043478260869,44,0.8686440677966102,bert
jewellery~rings~n/d,0.9928571428571429,0.9928571428571429,0.9928571428571429,280,0.992857142857143,bert
jewellery~necklaces~n/d,0.9810344827586207,0.9827288428324698,0.9818809318377912,579,0.9813728872024836,bert
clothing~trousers~high-waisted trousers,0.5558739255014327,0.4311111111111111,0.4856070087609512,900,0.5254604550379198,bert
clothing~trousers~leggings,0.8729281767955801,0.8657534246575342,0.8693259972489684,365,0.8714837286265859,bert
clothing~trousers~loose fit,0.28415300546448086,0.42276422764227645,0.33986928104575165,123,0.30409356725146197,bert
clothing~trousers~n/d,0.0,0.0,0.0,45,,bert
clothing~trousers~palazzo pants,0.42569659442724456,0.7087628865979382,0.5319148936170213,388,0.4626514131897712,bert
clothing~trousers~regular & straight-leg trousers,0.7989840348330914,0.6955148452305748,0.7436676798378926,1583,0.7758985200845667,bert
clothing~trousers~skinny trousers,0.4709480122324159,0.616,0.533795493934142,250,0.4942233632862644,bert
clothing~trousers~slim-fit trousers,0.5432835820895522,0.6791044776119403,0.6036484245439468,268,0.5659203980099502,bert
clothing~trousers~straight trousers,0.5492341356673961,0.6338383838383839,0.5885111371629543,792,0.5642985611510791,bert
clothing~trousers~tailored trousers,0.7382716049382716,0.7076923076923077,0.7226586102719033,845,0.7319461444308445,bert
clothing~trousers~tapered trousers,0.7035647279549718,0.6906077348066298,0.6970260223048328,543,0.7009345794392523,bert
clothing~trousers~track pants,0.9268179712830014,0.8334027488546439,0.8776315789473683,2401,0.906496330524599,bert
clothing~trousers~wide-leg trousers,0.5609756097560976,0.732484076433121,0.6353591160220994,157,0.5885363357215968,bert
demi-fine jewellery~demi-fine earrings~n/d,0.75,0.6666666666666666,0.7058823529411765,18,0.7317073170731708,bert
demi-fine jewellery~demi-fine necklaces~n/d,0.6538461538461539,0.8947368421052632,0.7555555555555555,19,0.6910569105691057,bert
fine jewellery~fine earrings~n/d,0.6666666666666666,0.6666666666666666,0.6666666666666666,15,0.6666666666666666,bert
fine jewellery~fine necklaces~n/d,1.0,0.1,0.18181818181818182,10,0.3571428571428572,bert
fine jewellery~fine rings~n/d,0.9130434782608695,0.9545454545454546,0.9333333333333332,22,0.9210526315789473,bert
jewellery~bracelets~n/d,0.9917491749174917,0.9884868421052632,0.9901153212520593,608,0.9910949868073877,bert
jewellery~brooches & pins~n/d,0.9583333333333334,1.0,0.9787234042553191,46,0.9663865546218487,bert
jewellery~earrings~n/d,0.9803921568627451,0.9950248756218906,0.9876543209876543,402,0.9832841691248771,bert
clothing~trousers~drop-crotch trousers,0.6521739130434783,0.7792207792207793,0.7100591715976331,77,0.6741573033707865,bert
clothing~knitwear~knitted dresses,0.4148073022312373,0.8520833333333333,0.557980900409277,480,0.46225135623869806,bert
clothing~coats~parkas,0.631578947368421,0.7397260273972602,0.6813880126182965,146,0.6506024096385543,bert
clothing~knitwear~cardigans,0.9256004686584651,0.9518072289156626,0.9385209385209385,1660,0.9307257304429782,bert
bags~bucket bags~n/d,0.7928994082840237,0.9084745762711864,0.8467614533965245,295,0.8136004857316335,bert
bags~clutch bags~n/d,0.9250513347022588,0.9055276381909547,0.9151853732859319,995,0.9210795338376611,bert
bags~laptop bags & briefcases~n/d,0.9104477611940298,0.9242424242424242,0.9172932330827067,66,0.9131736526946108,bert
bags~luggage & holdalls~n/d,0.823076923076923,0.9469026548672567,0.8806584362139918,113,0.8451816745655607,bert
bags~messenger bags~n/d,0.7162921348314607,0.901060070671378,0.7981220657276995,283,0.7469244288224957,bert
bags~mini bags~n/d,0.4072164948453608,0.7770491803278688,0.5343855693348365,610,0.4500569692366122,bert
bags~satchels & cross body bags~n/d,0.8712047012732616,0.8090040927694406,0.8389530771044565,2199,0.858010996430983,bert
bags~shoulder bags~n/d,0.8937572702597906,0.8119056005635787,0.8508674787744556,2839,0.8760927404028886,bert
bags~tote bags~n/d,0.9358116480793061,0.869445084043288,0.9014084507042254,4343,0.921739979495191,bert
bags~belt bags~n/d,0.9108910891089109,0.9533678756476683,0.9316455696202531,386,0.919080919080919,bert
clothing~all in one~jumpsuits,0.93717277486911,0.9445910290237467,0.9408672798948753,379,0.9386470896696384,bert
clothing~beachwear~beach cover-ups,0.4375,0.3111111111111111,0.3636363636363637,45,0.4046242774566475,bert
clothing~beachwear~beach dresses,0.21978021978021978,0.38461538461538464,0.2797202797202797,52,0.2403846153846154,bert
clothing~beachwear~bikinis,0.9867549668874173,0.9738562091503268,0.9802631578947368,153,0.9841479524438573,bert
clothing~beachwear~one-pieces,0.95,0.95,0.9500000000000001,40,0.95,bert
clothing~beachwear~swim shorts,0.9310344827586207,0.9642857142857143,0.9473684210526316,56,0.9375,bert
clothing~coats~capes,0.5,0.5555555555555556,0.5263157894736842,72,0.5102040816326531,bert
clothing~coats~double breasted & peacoats,0.7624633431085044,0.7692307692307693,0.7658321060382915,338,0.7638072855464161,bert
clothing~coats~double breasted coats,0.8231292517006803,0.8287671232876712,0.825938566552901,146,0.8242506811989101,bert
clothing~coats~faux fur coats,0.5231788079470199,0.7821782178217822,0.626984126984127,101,0.5602836879432624,bert
clothing~all in one~playsuits,0.7925925925925926,0.8492063492063492,0.8199233716475095,126,0.8033033033033034,bert
bags~beach bags~n/d,0.5084745762711864,0.7317073170731707,0.6,41,0.5415162454873645,bert
bags~backpacks~n/d,0.9854014598540146,0.9794437726723095,0.9824135839902971,827,0.9842041312272175,bert
activewear~skiwear~ski jackets,0.7543859649122807,0.5512820512820513,0.6370370370370372,78,0.7026143790849673,bert
watches~fashion watches~n/d,1.0,0.8846153846153846,0.9387755102040816,52,0.9745762711864407,bert
accessories~hats~n/d,0.9692307692307692,0.9921259842519685,0.980544747081712,254,0.9737248840803708,bert
"accessories~phone, computer & gadgets~n/d",0.6530612244897959,0.8205128205128205,0.7272727272727272,39,0.6808510638297872,bert
accessories~scarves~n/d,0.9879518072289156,0.984,0.9859719438877755,2000,0.9871589085072231,bert
accessories~sunglasses~n/d,1.0,0.989247311827957,0.9945945945945946,186,0.9978308026030369,bert
accessories~ties & bow ties~n/d,0.9047619047619048,0.95,0.9268292682926829,20,0.9134615384615384,bert
accessories~wallets & cardholders~n/d,0.8,0.75,0.7741935483870969,32,0.7894736842105264,bert
accessories~wallets & purses~n/d,0.6037735849056604,0.7441860465116279,0.6666666666666666,43,0.6274509803921569,bert
activewear~performance footwear~performance trainers,0.6111111111111112,0.3235294117647059,0.42307692307692313,34,0.5188679245283019,bert
activewear~performance jackets~lightweight jackets,0.3717948717948718,0.4264705882352941,0.3972602739726027,68,0.3815789473684211,bert
activewear~performance jackets~performance track jackets,0.7142857142857143,0.13513513513513514,0.22727272727272727,37,0.38461538461538464,bert
activewear~performance shorts~cycling shorts,0.5436893203883495,0.7777777777777778,0.6399999999999999,72,0.5785123966942148,bert
activewear~performance shorts~running shorts,0.5081967213114754,0.5081967213114754,0.5081967213114754,61,0.5081967213114754,bert
activewear~performance tops~performance sweatshirts & hoodies,0.358974358974359,0.2916666666666667,0.3218390804597701,48,0.34313725490196073,bert
activewear~performance tops~performance t-shirts,0.3875968992248062,0.8333333333333334,0.5291005291005292,60,0.43402777777777785,bert
activewear~performance tops~performance t-shirts & vests,0.4158415841584158,0.8076923076923077,0.5490196078431373,52,0.4605263157894737,bert
activewear~performance tops~performance tank tops,0.5606060606060606,0.49333333333333335,0.524822695035461,75,0.5457227138643068,bert
activewear~performance tops~sports bras,0.8251748251748252,0.9365079365079365,0.8773234200743495,126,0.845272206303725,bert
activewear~performance trousers~performance leggings,0.7738095238095238,0.8227848101265823,0.7975460122699387,158,0.7831325301204818,bert
activewear~performance trousers~sport track pants,0.3728813559322034,0.5945945945945946,0.45833333333333337,37,0.40293040293040294,bert
activewear~skiwear~ski bottoms,0.7692307692307693,0.9090909090909091,0.8333333333333333,55,0.7936507936507936,bert
clothing~coats~leather coats,0.46296296296296297,0.45454545454545453,0.4587155963302752,55,0.46125461254612543,bert
clothing~knitwear~jumpers,0.9333144154370034,0.9105758582502769,0.921804932735426,3612,0.9286763044951435,bert
clothing~coats~oversized coats,0.27906976744186046,0.5919282511210763,0.3793103448275862,223,0.31205673758865243,bert
clothing~coats~parka coats,0.5444839857651246,0.7149532710280374,0.6181818181818182,214,0.5717488789237668,bert
clothing~jackets~capes & ponchos,0.4065934065934066,0.5138888888888888,0.4539877300613497,72,0.4243119266055046,bert
clothing~jackets~cropped jackets,0.5329341317365269,0.652014652014652,0.586490939044481,273,0.5531385954008701,bert
clothing~jackets~denim jackets,0.86,0.9163934426229509,0.8873015873015873,610,0.8707165109034267,bert
clothing~jackets~faux fur & shearling jackets,0.6395348837209303,0.632183908045977,0.6358381502890174,87,0.6380510440835268,bert
clothing~jackets~fitted jackets,0.3597122302158273,0.41899441340782123,0.3870967741935484,358,0.3701875616979269,bert
clothing~jackets~hooded jackets,0.6517150395778364,0.5730858468677494,0.6098765432098765,431,0.6343091936312275,bert
clothing~jackets~leather jackets,0.6804835924006909,0.7927565392354124,0.7323420074349442,497,0.7003199431212228,bert
clothing~jackets~lightweight jackets,0.4806547619047619,0.5636998254799301,0.5188755020080321,573,0.495246856792395,bert
clothing~jackets~military jackets,0.5210084033613446,0.5688073394495413,0.543859649122807,109,0.5299145299145299,bert
clothing~jackets~bomber jackets,0.8860435339308579,0.650375939849624,0.7501355013550136,1064,0.8261700095510984,bert
clothing~jackets~n/d,0.0,0.0,0.0,32,,bert
clothing~jackets~padded & down jackets,0.8441011235955056,0.8370473537604457,0.8405594405594407,718,0.8426808749298935,bert
clothing~jackets~puffer jackets,0.8477306002928258,0.8236130867709816,0.8354978354978355,703,0.8427947598253276,bert
clothing~jackets~shirt jackets,0.6998284734133791,0.7486238532110092,0.7234042553191489,545,0.7090719499478624,bert
clothing~jackets~sport jackets & windbreakers,0.4504672897196262,0.7259036144578314,0.5559400230680508,332,0.48745954692556637,bert
clothing~jackets~suit & dinner jackets,0.49122807017543857,0.7567567567567568,0.5957446808510638,37,0.5283018867924528,bert
clothing~jackets~tweed jackets,0.618421052631579,0.8785046728971962,0.7258687258687259,107,0.6573426573426573,bert
clothing~jackets~waistcoat & gilets,0.7451612903225806,0.90234375,0.8162544169611308,256,0.7720588235294118,bert
clothing~jackets~waistcoats & gilets,0.8848758465011287,0.9468599033816425,0.9148191365227539,414,0.8966148215919488,bert
clothing~knitwear~cardi-coats,0.7542372881355932,0.6691729323308271,0.7091633466135459,133,0.7355371900826446,bert
clothing~jackets~oversized jackets,0.2647058823529412,0.5252918287937743,0.35202086049543674,257,0.29386155855463647,bert
clothing~jackets~blazers,0.983959168793292,0.8527646129541864,0.9136763710223427,3165,0.9545872533069253,bert
clothing~jackets~biker jackets,0.655367231638418,0.8169014084507042,0.7272727272727272,142,0.6823529411764706,bert
clothing~dresses~n/d,0.0,0.0,0.0,54,,bert
clothing~coats~raincoats,0.5789473684210527,0.7333333333333333,0.6470588235294117,60,0.6043956043956044,bert
clothing~coats~single breasted coats,0.8739290085679314,0.5530596436870643,0.6774193548387096,1291,0.7830664619434086,bert
clothing~coats~trench & raincoats,0.75,0.8320610687022901,0.7889022919179736,393,0.765091249415068,bert
clothing~coats~trench coats,0.7289719626168224,0.8478260869565217,0.7839195979899496,92,0.75,bert
clothing~denim~bootcut jeans,0.782608695652174,0.8,0.7912087912087912,90,0.7860262008733625,bert
clothing~denim~boyfriend jeans,0.8490566037735849,0.7758620689655172,0.8108108108108107,58,0.8333333333333333,bert
clothing~denim~cropped jeans,0.6954436450839329,0.7142857142857143,0.7047387606318347,406,0.6991321118611378,bert
clothing~denim~denim shorts,0.3283582089552239,0.5076923076923077,0.39879154078549844,130,0.35331905781584577,bert
clothing~denim~denim skirts,0.25396825396825395,0.6274509803921569,0.36158192090395475,51,0.28828828828828823,bert
clothing~denim~flared jeans,0.664,0.8972972972972973,0.7632183908045977,185,0.7004219409282701,bert
clothing~denim~loose-fit jeans,0.6153846153846154,0.47058823529411764,0.5333333333333333,34,0.5797101449275364,bert
clothing~denim~regular & straight-leg jeans,0.8317631224764468,0.8547717842323651,0.8431105047748976,723,0.8362652232746954,bert
clothing~denim~skinny jeans,0.889776357827476,0.8301043219076006,0.858905165767155,671,0.8771653543307085,bert
clothing~denim~slim-fit jeans,0.8137931034482758,0.8838951310861424,0.8473967684021544,534,0.8269096005606167,bert
clothing~denim~straight-leg jeans,0.7904929577464789,0.7571669477234402,0.7734711455641688,593,0.7835951134380453,bert
clothing~denim~tapered jeans,0.7073170731707317,0.6590909090909091,0.6823529411764706,132,0.6971153846153845,bert
clothing~denim~wide-leg jeans,0.6822429906542056,0.8233082706766918,0.746166950596252,266,0.7064516129032257,bert
clothing~dresses~beach dresses,0.05263157894736842,0.07317073170731707,0.06122448979591836,41,0.055762081784386616,bert
clothing~dresses~cocktail & party dresses,0.42040673211781204,0.6340560549973558,0.5055871811090027,1891,0.45078577336641845,bert
clothing~dresses~day dresses,0.8622547962923044,0.6286342920006286,0.7271405199054717,6363,0.8026004253782254,bert
clothing~dresses~evening dresses,0.4737827715355805,0.60381861575179,0.5309548793284365,838,0.49510763209393344,bert
clothing~coats~padded coats,0.7098765432098766,0.6804733727810651,0.6948640483383686,169,0.7037943696450428,bert
accessories~hair accessories~n/d,0.8292682926829268,0.8717948717948718,0.8500000000000001,39,0.8374384236453202,bert
accessories~belts~n/d,0.958904109589041,0.958904109589041,0.958904109589041,146,0.958904109589041,bert
watches~fashion watches~n/d,0.8813559322033898,0.9811320754716981,0.9285714285714285,53,0.8996539792387542,rn-embedding-Lstm-bid-bigrams
clothing~skirts~pleated skirts,0.6835443037974683,0.6521739130434783,0.6674907292954265,414,0.6770310932798395,rn-embedding-Lstm-bid-bigrams
clothing~skirts~straight skirts,0.328125,0.1308411214953271,0.18708240534521156,321,0.25210084033613445,rn-embedding-Lstm-bid-bigrams
clothing~suits~double  breasted suits,0.5833333333333334,0.9210526315789473,0.7142857142857143,38,0.6294964028776979,rn-embedding-Lstm-bid-bigrams
clothing~suits~single breasted suits,0.9658536585365853,0.9406175771971497,0.9530685920577617,421,0.9606986899563319,rn-embedding-Lstm-bid-bigrams
clothing~sweaters & knitwear~cardigans,0.9410714285714286,0.9261862917398945,0.933569530558016,569,0.9380562477750088,rn-embedding-Lstm-bid-bigrams
clothing~sweaters & knitwear~hoodies,0.9410898379970545,0.9700189753320683,0.9553354513175107,2635,0.9467367953181717,rn-embedding-Lstm-bid-bigrams
clothing~sweaters & knitwear~jumpers,0.9381478921907395,0.906813627254509,0.9222146739130435,2994,0.9317089910775567,rn-embedding-Lstm-bid-bigrams
clothing~sweaters & knitwear~n/d,0.0,0.0,0.0,42,,rn-embedding-Lstm-bid-bigrams
clothing~sweaters & knitwear~sweatshirts,0.8713898916967509,0.9108490566037736,0.8906826568265683,2120,0.8790058266569556,rn-embedding-Lstm-bid-bigrams
clothing~skirts~pencil skirts,0.6412213740458015,0.6536964980544747,0.6473988439306357,257,0.6436781609195401,rn-embedding-Lstm-bid-bigrams
clothing~t-shirts & vests~n/d,0.0,0.0,0.0,67,,rn-embedding-Lstm-bid-bigrams
clothing~t-shirts & vests~vests & tanks,0.7772727272727272,0.8181818181818182,0.7972027972027972,209,0.7851239669421488,rn-embedding-Lstm-bid-bigrams
clothing~tops~blouses,0.7704758821625122,0.7727272727272727,0.7715999351596694,3080,0.7709251101321586,rn-embedding-Lstm-bid-bigrams
clothing~tops~cardigans,0.16666666666666666,0.046153846153846156,0.07228915662650603,65,0.10948905109489053,rn-embedding-Lstm-bid-bigrams
clothing~tops~hoodies,0.8751084128360798,0.8960923623445826,0.8854760860026328,1126,0.8792262112234228,rn-embedding-Lstm-bid-bigrams
clothing~tops~n/d,0.0,0.0,0.0,56,,rn-embedding-Lstm-bid-bigrams
clothing~tops~polo tops,0.6621004566210046,0.7712765957446809,0.7125307125307125,188,0.681390977443609,rn-embedding-Lstm-bid-bigrams
clothing~tops~shirts,0.9296710986703989,0.9177892918825561,0.9236919867895012,2895,0.9272701891533468,rn-embedding-Lstm-bid-bigrams
clothing~tops~sweatshirts,0.8909682668836453,0.8781074578989575,0.884491114701131,1247,0.888366055492455,rn-embedding-Lstm-bid-bigrams
clothing~tops~t-shirts & jerseys,0.8583724569640062,0.8749750747756729,0.8665942529870642,5015,0.8616423830656246,rn-embedding-Lstm-bid-bigrams
clothing~t-shirts & vests~t-shirts,0.9431345353675451,0.9784172661870504,0.96045197740113,7645,0.9499860296172116,rn-embedding-Lstm-bid-bigrams
clothing~tops~tunics & kaftans,0.527027027027027,0.48148148148148145,0.5032258064516129,81,0.5172413793103448,rn-embedding-Lstm-bid-bigrams
clothing~skirts~high-waisted skirts,0.5190082644628099,0.3613348676639816,0.4260515603799186,869,0.4773487382183034,rn-embedding-Lstm-bid-bigrams
clothing~skirts~fitted skirts,0.27440147329650094,0.465625,0.34530706836616454,320,0.2989566613162119,rn-embedding-Lstm-bid-bigrams
clothing~knitwear~knitted dresses,0.5652173913043478,0.26639344262295084,0.362116991643454,488,0.4616477272727273,rn-embedding-Lstm-bid-bigrams
clothing~knitwear~knitted skirts,0.5260115606936416,0.5759493670886076,0.5498489425981873,158,0.5352941176470589,rn-embedding-Lstm-bid-bigrams
clothing~knitwear~knitted tops,0.7402680280791321,0.6338797814207651,0.6829555490138357,1830,0.716226228698444,rn-embedding-Lstm-bid-bigrams
clothing~knitwear~knitted trousers,0.41025641025641024,0.46511627906976744,0.435967302452316,172,0.4201680672268907,rn-embedding-Lstm-bid-bigrams
clothing~polo shirts~n/d,0.9731743666169895,0.9839276745354093,0.9785214785214785,1991,0.9753061834113312,rn-embedding-Lstm-bid-bigrams
clothing~shirts~n/d,0.9557344064386318,0.9758046108194476,0.9656652360515022,4381,0.9596821263413102,rn-embedding-Lstm-bid-bigrams
clothing~shorts~bermuda shorts,0.7239819004524887,0.7741935483870968,0.7482462977396727,620,0.7334963325183373,rn-embedding-Lstm-bid-bigrams
clothing~shorts~cargo shorts,0.9337748344370861,0.75,0.831858407079646,188,0.890151515151515,rn-embedding-Lstm-bid-bigrams
clothing~shorts~chino shorts,0.8201438848920863,0.6826347305389222,0.7450980392156863,167,0.7883817427385892,rn-embedding-Lstm-bid-bigrams
clothing~skirts~full skirts,0.25418060200668896,0.32340425531914896,0.2846441947565543,235,0.2655485674353599,rn-embedding-Lstm-bid-bigrams
clothing~shorts~deck shorts,0.5529411764705883,0.47,0.508108108108108,100,0.5340909090909092,rn-embedding-Lstm-bid-bigrams
clothing~shorts~drop-crotch shorts,0.7954545454545454,0.6363636363636364,0.7070707070707071,55,0.7575757575757575,rn-embedding-Lstm-bid-bigrams
clothing~shorts~knee-length shorts,0.660377358490566,0.28150134048257375,0.39473684210526316,373,0.5203171456888008,rn-embedding-Lstm-bid-bigrams
clothing~shorts~leather & faux leather shorts,0.7413793103448276,0.6231884057971014,0.6771653543307088,69,0.7142857142857142,rn-embedding-Lstm-bid-bigrams
clothing~shorts~mini shorts,0.6774193548387096,0.20192307692307693,0.3111111111111111,104,0.4605263157894737,rn-embedding-Lstm-bid-bigrams
clothing~shorts~short shorts,0.6598513011152416,0.8949579831932774,0.7596291012838801,1190,0.6964425843578341,rn-embedding-Lstm-bid-bigrams
clothing~shorts~tailored shorts,0.7375,0.28921568627450983,0.4154929577464789,204,0.5629770992366413,rn-embedding-Lstm-bid-bigrams
clothing~shorts~track & running shorts,0.7497034400948992,0.8437917222963952,0.7939698492462312,749,0.766804173744237,rn-embedding-Lstm-bid-bigrams
clothing~skirts~a-line skirts,0.4802342606149341,0.48520710059171596,0.4827078734363502,676,0.4812206572769953,rn-embedding-Lstm-bid-bigrams
clothing~skirts~asymmetric & draped skirts,0.35145631067961164,0.5261627906976745,0.4214202561117579,344,0.3764559068219634,rn-embedding-Lstm-bid-bigrams
clothing~shorts~denim shorts,0.8,0.8073394495412844,0.8036529680365296,109,0.8014571948998179,rn-embedding-Lstm-bid-bigrams
clothing~tops~vests & tank tops,0.6613055818353831,0.7508055853920516,0.7032193158953722,1862,0.6774568714867223,rn-embedding-Lstm-bid-bigrams
clothing~trousers~chinos,0.8460076045627376,0.8412098298676749,0.8436018957345972,529,0.8450436764147361,rn-embedding-Lstm-bid-bigrams
clothing~trousers~cropped trousers,0.7110808973487424,0.7101154107264087,0.7105978260869565,1473,0.7108875900502922,rn-embedding-Lstm-bid-bigrams
jewellery~watches~n/d,0.975609756097561,0.8888888888888888,0.9302325581395349,45,0.9569377990430622,rn-embedding-Lstm-bid-bigrams
lingerie & nightwear~bodies~n/d,0.30434782608695654,0.32558139534883723,0.31460674157303375,86,0.3083700440528635,rn-embedding-Lstm-bid-bigrams
lingerie & nightwear~bras~n/d,0.46511627906976744,0.5882352941176471,0.5194805194805194,34,0.4854368932038835,rn-embedding-Lstm-bid-bigrams
lingerie & nightwear~loungewear~n/d,0.5,0.19047619047619047,0.27586206896551724,42,0.3773584905660377,rn-embedding-Lstm-bid-bigrams
pre-owned~coats~n/d,0.9111111111111111,0.9318181818181818,0.9213483146067416,88,0.9151785714285715,rn-embedding-Lstm-bid-bigrams
pre-owned~dresses~n/d,0.9775280898876404,0.9456521739130435,0.9613259668508287,184,0.9709821428571429,rn-embedding-Lstm-bid-bigrams
pre-owned~jackets~n/d,0.9023255813953488,0.9150943396226415,0.9086651053864168,212,0.9048507462686567,rn-embedding-Lstm-bid-bigrams
pre-owned~skirts~n/d,1.0,0.8863636363636364,0.9397590361445783,88,0.9750000000000001,rn-embedding-Lstm-bid-bigrams
pre-owned~tops~n/d,0.9584775086505191,0.9022801302931596,0.9295302013422819,307,0.9466848940533151,rn-embedding-Lstm-bid-bigrams
jewellery~rings~n/d,0.9570957095709571,0.9731543624161074,0.9650582362728786,298,0.9602649006622516,rn-embedding-Lstm-bid-bigrams
pre-owned~trousers~n/d,0.8735632183908046,0.8837209302325582,0.8786127167630059,86,0.8755760368663595,rn-embedding-Lstm-bid-bigrams
shoes~derby shoes~n/d,0.9444444444444444,0.8717948717948718,0.9066666666666667,39,0.9289617486338797,rn-embedding-Lstm-bid-bigrams
shoes~espadrilles~n/d,0.8928571428571429,0.7352941176470589,0.806451612903226,34,0.8561643835616439,rn-embedding-Lstm-bid-bigrams
shoes~flip flops & slides~n/d,0.6956521739130435,0.34782608695652173,0.46376811594202894,46,0.5797101449275361,rn-embedding-Lstm-bid-bigrams
shoes~loafers~n/d,0.9105691056910569,0.9491525423728814,0.9294605809128631,118,0.9180327868852458,rn-embedding-Lstm-bid-bigrams
shoes~mules~n/d,0.7758620689655172,0.8653846153846154,0.8181818181818181,156,0.7922535211267606,rn-embedding-Lstm-bid-bigrams
shoes~pumps~n/d,0.8878048780487805,0.900990099009901,0.8943488943488944,202,0.8904109589041096,rn-embedding-Lstm-bid-bigrams
shoes~sandals~n/d,0.8909465020576132,0.8946280991735537,0.8927835051546392,484,0.8916803953871499,rn-embedding-Lstm-bid-bigrams
shoes~slippers~n/d,0.78125,0.7352941176470589,0.7575757575757576,34,0.7716049382716049,rn-embedding-Lstm-bid-bigrams
shoes~trainers~hi-tops,0.8918918918918919,0.5076923076923077,0.6470588235294117,65,0.7746478873239436,rn-embedding-Lstm-bid-bigrams
shoes~boots~n/d,0.9861932938856016,0.9765625,0.9813542688910697,512,0.984251968503937,rn-embedding-Lstm-bid-bigrams
jewellery~necklaces~n/d,0.9468892261001517,0.9704510108864697,0.9585253456221199,643,0.9515096065873742,rn-embedding-Lstm-bid-bigrams
jewellery~earrings~n/d,0.9533980582524272,0.9608610567514677,0.9571150097465887,511,0.9548813691170752,rn-embedding-Lstm-bid-bigrams
jewellery~brooches & pins~n/d,0.975,0.7959183673469388,0.8764044943820225,49,0.9330143540669856,rn-embedding-Lstm-bid-bigrams
clothing~trousers~drop-crotch trousers,0.5818181818181818,0.8205128205128205,0.6808510638297872,78,0.6177606177606177,rn-embedding-Lstm-bid-bigrams
clothing~trousers~flared trousers,0.7537154989384289,0.5599369085173501,0.6425339366515836,634,0.7049245432883242,rn-embedding-Lstm-bid-bigrams
clothing~trousers~high-waisted trousers,0.5353675450762829,0.41239316239316237,0.46590223295111644,936,0.5052356020942408,rn-embedding-Lstm-bid-bigrams
clothing~trousers~leggings,0.7494252873563219,0.8763440860215054,0.8079306071871126,372,0.771780303030303,rn-embedding-Lstm-bid-bigrams
clothing~trousers~loose fit,0.7142857142857143,0.15625,0.25641025641025644,128,0.41666666666666663,rn-embedding-Lstm-bid-bigrams
clothing~trousers~n/d,0.0,0.0,0.0,47,,rn-embedding-Lstm-bid-bigrams
clothing~trousers~palazzo pants,0.5523560209424084,0.5235732009925558,0.5375796178343949,403,0.5463490419471777,rn-embedding-Lstm-bid-bigrams
clothing~trousers~regular & straight-leg trousers,0.7046070460704607,0.7960808328230251,0.7475560667050029,1633,0.7211805170309551,rn-embedding-Lstm-bid-bigrams
clothing~trousers~skinny trousers,0.7074829931972789,0.39543726235741444,0.5073170731707317,263,0.6110458284371327,rn-embedding-Lstm-bid-bigrams
clothing~trousers~slim-fit trousers,0.6431924882629108,0.4875444839857651,0.554655870445344,281,0.6045895851721094,rn-embedding-Lstm-bid-bigrams
clothing~trousers~straight trousers,0.5314057826520439,0.6330166270783848,0.5777777777777777,842,0.5490317264112072,rn-embedding-Lstm-bid-bigrams
clothing~trousers~tailored trousers,0.6724845995893224,0.745164960182025,0.7069616837560712,879,0.6858638743455496,rn-embedding-Lstm-bid-bigrams
clothing~trousers~tapered trousers,0.6166982922201139,0.5834829443447038,0.5996309963099632,557,0.6097560975609757,rn-embedding-Lstm-bid-bigrams
clothing~trousers~track pants,0.8489369638194704,0.9218307006885379,0.883883495145631,2469,0.8625786401879786,rn-embedding-Lstm-bid-bigrams
clothing~trousers~wide-leg trousers,0.6625766871165644,0.6585365853658537,0.6605504587155964,164,0.6617647058823529,rn-embedding-Lstm-bid-bigrams
demi-fine jewellery~demi-fine earrings~n/d,0.8275862068965517,0.631578947368421,0.716417910447761,38,0.7792207792207793,rn-embedding-Lstm-bid-bigrams
demi-fine jewellery~demi-fine necklaces~n/d,0.7631578947368421,0.7837837837837838,0.7733333333333334,37,0.7671957671957673,rn-embedding-Lstm-bid-bigrams
fine jewellery~fine earrings~n/d,0.8846153846153846,0.6764705882352942,0.7666666666666666,34,0.8333333333333333,rn-embedding-Lstm-bid-bigrams
fine jewellery~fine necklaces~n/d,0.8571428571428571,0.5454545454545454,0.6666666666666665,33,0.7692307692307692,rn-embedding-Lstm-bid-bigrams
fine jewellery~fine rings~n/d,0.975,0.9069767441860465,0.9397590361445783,43,0.960591133004926,rn-embedding-Lstm-bid-bigrams
jewellery~bracelets~n/d,0.9920508744038156,0.9541284403669725,0.9727201870615745,654,0.9842271293375393,rn-embedding-Lstm-bid-bigrams
